Time_min,Temp_C,Mass_mg,Heat_Flow_mW
4.804167,133.7617,14.8911,-5.305604
4.8125,133.934,14.8911,-5.28416
4.820833,134.0981,14.89105,-5.263609
4.829167,134.2711,14.8911,-5.242377
4.8375,134.4379,14.89099,-5.222358
4.845833,134.6064,14.89103,-5.2019
4.854166,134.7766,14.89101,-5.181178
4.8625,134.9448,14.891,-5.160786
4.870834,135.1151,14.89095,-5.140834
4.879166,135.2898,14.89088,-5.12041
4.8875,135.4622,14.89088,-5.099549
4.895834,135.6313,14.89079,-5.079363
4.904167,135.8007,14.89081,-5.059504
4.9125,135.9687,14.89067,-5.04
4.920833,136.1412,14.89072,-5.020156
4.929167,136.3065,14.89063,-5.001006
4.9375,136.4796,14.89064,-4.981675
4.945833,136.6486,14.8906,-4.962705
4.954167,136.8236,14.89059,-4.943054
4.9625,136.9916,14.89055,-4.924035
4.970833,137.163,14.89048,-4.904978
4.979166,137.3353,14.89054,-4.886067
4.9875,137.5033,14.89041,-4.867139
4.995834,137.6774,14.89055,-4.848152
5.004166,137.8454,14.89044,-4.829558
5.0125,138.0142,14.89053,-4.810928
5.020834,138.1872,14.89045,-4.792371
5.029167,138.3558,14.89043,-4.774382
5.0375,138.53,14.89041,-4.75629
5.045833,138.7024,14.89035,-4.738606
5.054167,138.8748,14.89036,-4.720969
5.0625,139.0463,14.89021,-4.703383
5.070833,139.2204,14.89031,-4.685568
5.079167,139.3909,14.8901,-4.667713
5.0875,139.5642,14.89019,-4.650189
5.095833,139.7316,14.89006,-4.633062
5.104166,139.9062,14.89004,-4.615787
5.1125,140.0811,14.89,-4.598282
5.120834,140.2522,14.88996,-4.58128
5.129166,140.4213,14.88999,-4.564194
5.1375,140.5986,14.88991,-4.546842
5.145834,140.7684,14.88996,-4.529908
5.154167,140.9361,14.88982,-4.513468
5.1625,141.1128,14.8899,-4.496654
5.170833,141.2889,14.88976,-4.480015
5.179167,141.4594,14.88978,-4.464
5.1875,141.6316,14.88976,-4.447725
5.195833,141.8052,14.88972,-4.430883
5.204167,141.9769,14.88974,-4.414411
5.2125,142.1521,14.88967,-4.398272
5.220833,142.3244,14.88974,-4.382175
5.229166,142.4989,14.88965,-4.366197
5.2375,142.6767,14.88971,-4.35005
5.245834,142.8482,14.8896,-4.334668
5.254166,143.0121,14.88962,-4.319516
5.2625,143.1912,14.88951,-4.303064
5.270834,143.3645,14.8895,-4.286731
5.279168,143.5362,14.8895,-4.271216
5.2875,143.7116,14.88941,-4.255596
5.295832,143.8825,14.88948,-4.240113
5.304168,144.0521,14.88934,-4.224698
5.3125,144.2279,14.88938,-4.209368
5.320832,144.4001,14.8893,-4.194198
5.329168,144.5761,14.88934,-4.179066
5.3375,144.746,14.88934,-4.164209
5.345832,144.9211,14.88934,-4.149753
5.354166,145.0928,14.88931,-4.13581
5.3625,145.2665,14.88923,-4.121356
5.370834,145.4393,14.88926,-4.106791
5.379166,145.6124,14.88912,-4.092364
5.3875,145.7874,14.88917,-4.077871
5.395834,145.9639,14.88906,-4.063281
5.404168,146.1358,14.88906,-4.049147
5.4125,146.3116,14.88896,-4.034443
5.420832,146.4829,14.88888,-4.020446
5.429168,146.6579,14.88885,-4.006332
5.4375,146.8334,14.8888,-3.992344
5.445832,147.0102,14.8888,-3.978598
5.454168,147.1796,14.88874,-3.96503
5.4625,147.353,14.88873,-3.951063
5.470832,147.521,14.88867,-3.937659
5.479166,147.6927,14.88865,-3.924436
5.4875,147.867,14.88859,-3.911035
5.495834,148.042,14.88861,-3.897893
5.504166,148.2189,14.88862,-3.883974
